id	text	aspect	polarity
1415	my girlfriend convinced me to go in the other night for a quick bite	anecdotes miscellaneous	0
1416	have frequented ino for several years and the food remains excellent	food	1
1417	terrible terrible management deserves to be shut down	service	-1
1418	dinner took almost hours without any lag time	anecdotes miscellaneous	-1
1419	oh yes and if you are a fan of indian oldies film stars there are plenty of portraits of indian actors and actresses in classic black white that adorn the walls some of which i would love to know where they obtained	ambience	1
1420	i have eaten here a handful of times for no reason besides sheer convenience	anecdotes miscellaneous	0
1421	the sushi seemed pretty fresh and was adequately proportioned	food	1
1422	we had reservations at pm but was not seated until pm	anecdotes miscellaneous	-1
1423	no apologies during restaurant week	anecdotes miscellaneous	-1
1424	in the evening this place attracted a well dressed with it ny crowd	anecdotes miscellaneous	0
1425	from the spectacular caviar to the hospitable waitstaff i felt like royalty and enjoyed every second of it	food	1
1426	we were then shooed inside	service	-1
1427	knowledge of the chef and the waitress are below average	food	-1
1428	plus when our entrees were held up in the kitchen on a busy saturday night the owner sent over complimentary summer rolls to hold us over	service	1
1429	we visited orsay during ny restaurant week and tried their menu	anecdotes miscellaneous	0
1430	this one is definintely my least favorite	anecdotes miscellaneous	-1
1431	first the waiter who served us neglected to fill us in on the specials which i would have chosen had i known about them	service	-1
1432	it is constantly open catering to the pakistani cabbies lined up on crosby st so there more turnover with the food than you d expect i e surprisingly fresh	ambience	1
1433	the entire place and the treatment we received felt as a conveyor belt	ambience	-1
1434	i have been a longtime fan of holy basil in the east village and while i do believe their food has slightly slipped in quality i have been hesitant to be disloyal	anecdotes miscellaneous	0
1435	the portions are large and the servers always surprise us with a different starter	food	1
1436	as there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats except at taj mahal	anecdotes miscellaneous	0
1437	the owner is very friendly and a great guy go try his pizza you ll like it	service	1
1438	we had a hour brunch they definitely do not rush you and they kept the unlimited mimosas flowing the whole time	service	1
1439	my husband and i both ordered the steak medium	anecdotes miscellaneous	0
1440	some of the finest latin women you ll see in your life hang out at jimmy	ambience	1
1441	i have been coming here as a child and always come back for the taste	food	1
1442	not sure where the previous reviewer lonk dined but saul is in a great neighborhood and has great food	ambience	1
1443	the service was attentive yet unimposing the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced	price	1
1444	you could get a much better dining experience for the same amount of money in a lot of other french bistros	anecdotes miscellaneous	-1
1445	on a recent sunday afternoon a friend and i accidently found this great restaurant on our way to see the pulitzer prize winning play doubt	anecdotes miscellaneous	1
1446	it is run by the same sichuan chef who started the chain in chinatown	anecdotes miscellaneous	0
1447	we were fans of the half price saturday night option until some inedible squid during a recent visit	price	1
1448	we got in line and were served while in line a bannan fritter	anecdotes miscellaneous	0
1449	the food is great service is ok	service	0
1450	i had the duck breast special on my last visit and it was incredible	food	1
1451	i have eaten at saul many times the food is always consistently outrageously good	food	1
1452	ess a bagel either by sty town or midtown is by far the best bagel in ny	food	1
1453	saul is pretty good but definitely not great	food	1
1454	the one up front will smile and say what can i get for you brother	service	0
1455	the white bean brushetta to start was incredible and the pasta was phenomenal	food	1
1456	go with a group of friends and you will have a great time	anecdotes miscellaneous	1
1457	and their prices are very high they actually think that they can get away with charging such prices for such terrible food and service	price	-1
1458	the food was exceptional	food	1
1459	all in all this midtown gem instantly became one of my favorite sushi restaurants in the city	anecdotes miscellaneous	1
1460	it can be a little confusing as to where one goes to order but once the food is ordered you are in for a treat	food	1
1461	i love this place more and more everytime i go	anecdotes miscellaneous	1
1462	we arrived on time for our reservation and seated promptly the	anecdotes miscellaneous	0
1463	there are much better places in ny with better prices	anecdotes miscellaneous	-1
1464	the perfect spot	anecdotes miscellaneous	1
1465	faan got a great concept but a little rough on the delivery	service	-1
1466	the ambience was nice but service was not so great	service	-1
1467	whenever you need a sushi fix mizu will be there with quality fish and great service	food	1
1468	and they have these home made potato chips at the bar that are the most delicious things in the world	food	1
1469	on a hot day it was fabulous to stop in and enjoy lunch	anecdotes miscellaneous	1
1470	the pizza was pretty good and huge	food	1
1471	at taj vegetarians can rejoice all the dishes are manna from heaven	food	1
1472	you can not go wrong at the red eye grill	anecdotes miscellaneous	1
1473	this place is a literal hole in the wall that is buried within doyers right off of pell st barber alley in chinatown	ambience	-1
1474	frankly when you compare what you can have here for lunch versus mcds or so many other sandwich shops in the city there is no comparison	food	1
1475	spreads and toppings are great though a bit pricey	price	-1
1476	well worth the trip close to city hall and downtown subway stops	anecdotes miscellaneous	1
1477	if it is not for the food a it must be the service or the ambience	service	1
1478	everything is for sale in here including the sculptured iron statue on the table	anecdotes miscellaneous	0
1479	food was okay nothing great	food	0
1480	only complaint would be that at an average cost of per meal i d like not to have to worry about finding a seat	service	-1
1481	incredible food at a very agreable price brings me back just about every other day to this authentic thai restaurant	food	1
1482	check it out	anecdotes miscellaneous	1
1483	price no more than a jersey deli but way better	price	1
1484	if you have a dumpling fetish i suggest you try some here	food	1
1485	we asked to be moved which took half an hour and then were seated in a high traffic area in the back even though the rest of the room was practically empty	service	-1
1486	found service above average but that could be because we were of us	service	1
1487	highly recommended to all	anecdotes miscellaneous	1
1488	the lobster sandwich is good and the spaghetti with scallops and shrimp is great	food	1
1489	i have been going back again and again	anecdotes miscellaneous	1
1490	the calamari comes with an incredible sauce and the duck noodles are yummy as well	food	1
1491	i think locals rate this place so high	anecdotes miscellaneous	0
1492	great food great decor great service	service	1
1493	the service however was a bright flower in a garden	service	1
1494	the food at this place is gourmet indian cuisine	food	0
1495	the location and ambience is ok but the food is what makes up for it	food	1
1496	we got a little tipsy from the sake but is not that what saturday nights with the girlfriends are all about	anecdotes miscellaneous	0
1497	romantic if you want it to be brightly lit	ambience	1
1498	i love their thai noodles with shrimp and chicken and coconut juice is the must	food	1
1499	me and my girls will definitely go back	anecdotes miscellaneous	1
1500	fine dining restaurant quality	food	1
1501	i understand the area and folks you need not come here for the romantic alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters you come for the authentic foods the tastes the experiance	ambience	1
1502	immediately after we paid the waiter took the money and said okay you guys are outta here	service	-1
1503	this is a consistently great place to dine for lunch or dinner	anecdotes miscellaneous	1
1504	she lives nearby but had never gone to this establishment thinking that it might be too touristy	anecdotes miscellaneous	0
1505	can not wait to go back	anecdotes miscellaneous	1
1506	largest and freshest pieces of sushi and delicious	food	1
1507	the large selection of bruschettas paninis tramezzinis keep the palate from stagnating	food	1
1508	i absolutely love this place	anecdotes miscellaneous	1
1509	word of advice save room for pasta dishes and never leave until you ve had the tiramisu	food	1
1510	believe us we have been eating sushi for over yrs	anecdotes miscellaneous	0
1511	sure everyone got their favorite but to know sal is to know new york	anecdotes miscellaneous	0
1512	or sister in my case	anecdotes miscellaneous	0
1513	the eggplant parmesan is also great and my friend who grew up in manhattan claims that no one serves a better baked ziti with meatsauce	food	1
1514	over price and small portions	price	-1
1515	i am a die hard peep lover	anecdotes miscellaneous	1
1516	the bar is very well stocked with interesting beers and well priced wines	food	1
1517	my wife and i also enjoyed the spinach the shanghai low mein and other attractions	food	1
1518	an oasis of refinement food though somewhat uneven often reaches the pinnacles of new american fine cuisine chef passion and kitchen precise execution is most evident in the fish dishes and soups	food	1
1519	the brioche and lollies as party favors is a cute and sweet touch to a most memorable meal	food	1
1520	they kindly brought us more to see if it was better but it was not	food	-1
1521	i would recommend this place to anyone and would without a doubt come again	anecdotes miscellaneous	1
1522	our favorite meal is a pesto pizza the house salad and a good bottle of wine	food	1
1523	i am not sure why these other reviewers are whining so much	anecdotes miscellaneous	0
1524	i just wonder how you can have such a delicious meal for such little money	food	1
1525	service was good and food is wonderful	food	1
1526	a thai restaurant out of rice during dinner	anecdotes miscellaneous	-1
1527	the best burger i have had in the village	food	1
1528	if you are someone who appreciates the same things but hope to have food to spare or share kai may not be the best option	food	0
1529	went here on a friend reccomendation	anecdotes miscellaneous	0
1530	i went there in late afternoon for some bite size food and refleshment with my date	anecdotes miscellaneous	0
1531	the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals	service	1
1532	either that or the editor idea of romance must be sharing a conversation with the next table while trying to speak louder than the traffic on th	ambience	-1
1533	i am glad i was introduced to this place and this is a rare gem in ny	anecdotes miscellaneous	1
1534	you must try the shrimp appetizers	food	1
1535	it was wonderful	anecdotes miscellaneous	1
1536	go only if you are already in the neighborhood and do not want to bother going farther for a better place	anecdotes miscellaneous	-1
1537	so all i am trying to say is this restaurant is by far the best thai food restaurant i have ever been to	anecdotes miscellaneous	1
1538	we will definitely go back	anecdotes miscellaneous	1
1539	please try the filet mignon its just the most tender piece ever	food	1
1540	may the owner always has a smile on her and will warmly greet you	service	1
1541	try the pad se ew or chicken with cashew nuts for a memorable and repeatable experience	food	1
1542	for sure i will keep coming back because i feel really this restaurant deserves	anecdotes miscellaneous	1
1543	they charge different prices all the time	price	-1
1544	being from the south there aren t any good delis in my area and while watching foods across america on pbs i found out about katz deli	anecdotes miscellaneous	0
1545	save yourself the time and trouble and skip this one	anecdotes miscellaneous	-1
1546	otherwise this place has great service and prices and a nice friendly atmosphere	service	1
1547	it is a shame that a nice convenient place like the pink pony can be so ruined by lousy service	service	-1
1548	whenever you need a sushi fix mizu will be there with quality fish and great service	service	1
1549	stay far away from this place	anecdotes miscellaneous	-1
1550	i found this restaurant to be one that truly values its patrons	anecdotes miscellaneous	1
1551	moderate prices	price	0
1552	if you wrote a bad review it is because you do not understand what rao is all about	anecdotes miscellaneous	1
1553	i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service	food	1
1554	the staff was very attentive the ambience lovely and the food superb	ambience	1
1555	over time the food quality has decreased substantially it is a lot less crowded than it used to and the service must definitely be part of the reason	food	-1
1556	if you are craving for haru great food especially the house roll but can not stand the wait building outisde head across the street to their sake bar	food	1
1557	i work near by and they have the best oatmeal in the neighborhood not a packaged or quick cooked item	food	1
1558	i haven t eat a lamb chop as delicious as that the salads are really nice dressed with lemon and extra virgnin olive oil	food	1
1559	but trust me it is so worth it	anecdotes miscellaneous	1
1560	the svc can be a bit rude at times esp if you have big group but overall the restaurant is a must	service	-1
1561	enjoy	anecdotes miscellaneous	1
1562	very affordable and excellent ambient	ambience	1
1563	the service is excellent the decor is great and the food is delicious and comes in large portions	food	1
1564	we always have a delicious meal and always leave feeling satisfied	food	1
1565	we had a great tiem watching the shows and characters and ar food was just what we were looking for	ambience	1
1566	i consider the best grand sichuan restaurant in nyc	anecdotes miscellaneous	1
1567	the food is delicious from the specials to the regular menu fare the dishes are never a disappointment	food	1
1568	even though i made the reservation at pm for the same night through dinnerbroker we were seated at a table with one of the best view	ambience	1
1569	our waitress was sweet and accomodating not overbearing	service	1
1570	the food is mostly made from scratch fresh and well prepared	food	1
1571	and at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water	service	-1
1572	this restaurant is not worth the time effort or money to say the least	price	-1
1573	they smell like they stuff them with old canned vegetables like the spinach mushroom calzone	food	-1
1574	the lamb meat was under cooked and extrmely chewy	food	-1
1575	wow how have i missed this one tried long tan last week for the first time and now know what the ny times and many more in the neighborhood already knew	anecdotes miscellaneous	1
1576	although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat	service	1
1577	i would highly recommend it	anecdotes miscellaneous	1
1578	an excellent service	service	1
1579	great bagels spreads and a good place to hang out in	food	1
1580	cozy romantic atomosphere with only around tables at most	ambience	1
1581	eating in the atmosphere saves it but at your desk it is a very disappointing experience	anecdotes miscellaneous	-1
1582	one of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way	anecdotes miscellaneous	1
1583	so for good food i d recommend it but not for a fun night out	food	1
1584	spice is sleek modern and cool with a menu that will not hurt your wallet	price	1
1585	even after getting pushed out by the no class famous ray sal has risen again to carry on his father uncle legacies with a smile true love for his community and let us not forget the outstanding pizza	food	1
1586	overall the best bagel in town	food	1
1587	the food was terrific and the service classy attentive without being overbearing	food	1
1588	service was also horrible and the ambience is not that great	service	-1
1589	also good for client lunch meetings esp	anecdotes miscellaneous	1
1590	big and soft as well as good lunch food	food	1
1591	but the main hit was the whole grilled fish	food	1
1592	saturday nov th i had a group from work come in with about people and the staff was amazing to accomodate us	service	1
1593	service is friendly and never had a problem walking in and getting a table	service	1
1594	the food was absolutely horrible	food	-1
1595	but the best part about ls is the late night atmosphere delightfully free of the bts	ambience	1
1596	i loved it and would highly recommend	anecdotes miscellaneous	1
1597	fluke sashimi drizzled with jalapeno lime olive oil the fruit of the oil nicely highlighting the fish sweetness	food	1
1598	i recommend their pad see ew pork chops or tofu plates	food	1
1599	i had to share my table with a loud group of kids and the service was rude an unattentive	service	-1
1600	i took my girlfriend there for her birthday last night and we had a relaxing really good meal	anecdotes miscellaneous	1
1601	i have always been seated propmtly	service	1
1602	do not get the go go hamburgers no matter what the reviews say	food	-1
1603	when he finally did he was unable to make a gin and tonic could not find tonic	service	-1
1604	so sorry i can not rate this better	anecdotes miscellaneous	0
1605	this is a true gem of the village	anecdotes miscellaneous	1
1606	chance is a joke	anecdotes miscellaneous	-1
1607	kenny the owner is always there and he treats my family like we are part of his family	service	1
1608	i will be returning	anecdotes miscellaneous	1
1609	this is the perfect date spot for williamsburg couples	anecdotes miscellaneous	1
1610	i can not recommend og more highly if i tried check it out for yourself	anecdotes miscellaneous	1
1611	even if the food was not this good the garden is a great place to sit outside and relax	ambience	1
1612	it is a small cute restaurant	ambience	1
1613	haru on park is simply disgusting	anecdotes miscellaneous	-1
1614	the place is small and cramped but the food is fantastic	ambience	-1
1615	this is the perfect spot for meeting friends having lunch dinner pre theatre or after theatre drinks	anecdotes miscellaneous	1
1616	it is super trendy and there always someone to take that empty seat so it seems that customer service has been deemed not of the essence	service	1
1617	love the atmosphere felt like i was in paris	ambience	1
1618	until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating	service	-1
1619	there is no excuse for such lousy service	service	-1
1620	this place would be so much better served by being run by a group that actually understands customer service	service	-1
1621	unfortunately the food was not something to get worked up about	food	-1
1622	but the service was a bit slow	service	-1
1623	went to ottimo and was expecting outstanding pizza as i love la pizza fresca	anecdotes miscellaneous	0
1624	enough said	anecdotes miscellaneous	0
1625	just straight up cheap good food	price	1
1626	everyone i have spoken too there is super friendly helpful and willing to the extra mile for a customer	service	1
1627	all in all the food was above average and i would return to see how they operate with four or less dinners	food	1
1628	great food and the prices are very reasonable	food	1
1629	i love going there	anecdotes miscellaneous	1
1630	the manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group	service	-1
1631	the bill was a bit steep but the experience was great	price	-1
1632	i plan on stopping by next week as well	anecdotes miscellaneous	1
1633	give it a try and enjoy	anecdotes miscellaneous	1
1634	the parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed	food	1
1635	the people with carts of food do not understand you because they do not speak english their job is to give you the delicious food you point at	anecdotes miscellaneous	0
1636	the menu looked good except for offering the chilean sea bass but the server does not offer up the specials that were written on the board outside	service	-1
1637	i can not wait for the nex time	anecdotes miscellaneous	1
1638	both times we waited well over a half hour for a table even though we had reservations	service	-1
1639	lucky strike is a great casual place to just grab a bite to eat	food	1
1640	the soup for the udon was soy sauce and water	food	-1
1641	great friendly service fast seating fast delivery excellent sushi	service	1
1642	the dosas are skimpy unattractive and drip with grease and personally i d drink popcorn topping before i d eat another one of these	food	-1
1643	for the quality of food a little too expensive	food	-1
1644	as we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were	service	-1
1645	i understand the area and folks you need not come here for the romantic alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters you come for the authentic foods the tastes the experiance	service	1
1646	the wine list is excellent	food	1
1647	the rest of the dim sum though pricey by chinatown standards is worth it	price	-1
1648	while we enjoyed the food we were highly disappointed by the poor service waiter was not quite competent and slow service and lack of remorse	food	1
1649	it has been my first choice ever since i discovered it	anecdotes miscellaneous	1
1650	the service was excellent and the food was delicious	service	1
1651	the staff has been nice but they seemed really stressed and the unisex bathroom needs to be cleaned more often	ambience	-1
1652	my wife and i ate here earlier this week and have not stopped ranting and raving about the food	food	1
1653	we visited bread bar during january restaurant week and were so pleased with the menu selections and service	service	1
1654	one should not go to lucky strike for the food	food	-1
1655	this is one of the best comfort food places in the city	food	1
1656	great food and the prices are very reasonable	price	1
1657	my picks guizhou chicken fish with hot bean source fish fillet in spicy source special menu	food	1
1658	the ambience was nice but service was not so great	ambience	1
1659	the table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived	service	-1
1660	the place is small and intimate and you may feel a little crowded but the service is excellent and it is great for friends out a romantic date or a special occassion	ambience	-1
1661	the staff was accomodating the food was absolutely delicious and the place is lovely	ambience	1
1662	i went to utsav about a yr ago with my family	anecdotes miscellaneous	0
1663	they are the best bagels i have had	food	1
1664	the place is a bistro which means simple dishes and wine served efficiently in a bustling atmosphere	ambience	1
1665	make sure you try this place as often as you can	anecdotes miscellaneous	1
1666	this dish is my favorite and i always get it when i go there and never get tired of it	food	1
1667	i have had so many dinners here and it is always been perfect on a date with my husband with my mom with girlfriends and larger groups	anecdotes miscellaneous	1
1668	this place is cool enough to be in the east village but french enough to make you feel like you could be in a bistro in a back alley in paris	ambience	1
1669	alone for bucks it is really overprice	price	-1
1670	great people watching as others do the same to you	ambience	1
1671	enjoy	anecdotes miscellaneous	1
1672	the service is good and ambience is good for a date or group outing	ambience	1
1673	i take all my nyc guests to vt	anecdotes miscellaneous	1
1674	i would go back	anecdotes miscellaneous	1
1675	your money could easily be better spent elsewhere anywhere	anecdotes miscellaneous	-1
1676	the atmosphere is unheralded the service impecible and the food magnificant	ambience	1
1677	will go back but only sate those homesick stomach cravings	anecdotes miscellaneous	1
1678	this little place definitely exceeded my expectations and you sure get a lot of food for your money	price	1
1679	my first encounter happened one friday evening with a friend	anecdotes miscellaneous	0
1680	i found the food service and value exceptional everytime i have been there	price	1
1681	the rice was poor quality and was cooked so badly it was hard	food	-1
1682	their pad penang is delicious and everything else is fantastic	food	1
1683	it is not mind blowing but to me thai food never is and never will be	food	0
1684	the tables are crammed way too close the menu is typical of any italian restaurant and the wine list is simply overpriced	food	0
1685	while the entree range is not overly expensive in new york city there is definitely better food in that range and so sapphire despite it is lovely atmosphere will most likely not be a restaurant to which i will return	ambience	1
1686	it is the best hidden spot there and i rave about it to everyone	anecdotes miscellaneous	1
1687	the food itself was just ok nothing spectacular but the service was awful	food	0
1688	the only thing the waiters do not do for you is wipe your chin when you leave	service	1
1689	we try frequenting new restaurants all over the city but any time that we visit a restaurant other than roth we are always disappointed	anecdotes miscellaneous	0
1690	please save yourself the frustration	anecdotes miscellaneous	-1
1691	the price very reasonable	price	1
1692	light refreshing summer rolls not fried remind me of vietnamese places in paris	food	1
1693	ummm the beer was cold	food	1
1694	my husband and i enjoyed each of the taste size portions and left completely full	food	1
1695	one of the more authentic shanghainese restaurants in the us definitely the best in manhattan chinatown	anecdotes miscellaneous	1
1696	i grew up eating dosa and have yet to find a place in ny to satisfy my taste buds	anecdotes miscellaneous	0
1697	while the prices are nothing special the portions are huge	price	1
1698	there are many thai places in the city but so far toons is	anecdotes miscellaneous	1
1699	nice restaurant overall with classic upscale italian decor	ambience	1
1700	le pere pinard has a pre theater menu that is outstanding	food	1
1701	nothing fancy but really good food with pretty reasonable price	food	1
1702	the waiters and owners were nonchalant about this and promised to call the exterminator but were not as dismayed or apologetic as i would have expected	service	-1
1703	you can also special order any kind of dumpling etc	anecdotes miscellaneous	1
1704	decor is nice though service can be spotty	service	1
1705	seriously this is the best all you can eat in town as everyone says the spicy tuna hand rolls are the best have of these and you ve broken even	food	1
1706	the restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal	food	1
1707	we will go back every time we are in the city	anecdotes miscellaneous	1
1708	we decided to eat in tea room which was small and cute	ambience	1
1709	try the green curry	food	1
1710	do not try unless you are just going there to hang out like the rest of the hipsters who apparently have no sense of taste	ambience	0
1711	if you want to save some money do not go here	price	-1
1712	i recommend getting a reservation even though we saw people seated without one	anecdotes miscellaneous	0
1713	fresh ingredients and everything is made to order	food	1
1714	nothing better than buying a snapple for too	price	1
1715	the food is delicious	food	1
1716	if you do not mind pre sliced low quality fish unfriendly staff and a sushi chef that looks like he is miserable then this is your place	service	-1
1717	tell them herky sent you and get a free confused look from the waiter	anecdotes miscellaneous	0
1718	it is better than being on the roof of sutton place with year old interns jabbing you in the ribs all night	anecdotes miscellaneous	1
1719	for all you lazy folks that do not want to come to alphabet city i say good stay out	anecdotes miscellaneous	0
1720	would have rather tried terrace in the sky or water club for that price	anecdotes miscellaneous	0
1721	i am just reading some of these reviews and its nonsense that people are reviewing some places because it was too loud	anecdotes miscellaneous	0
1722	you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert	food	1
1723	we both opted for a pasta dish and they were served timely and fresh	food	1
1724	the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check	service	-1
1725	the food is great and they have a good selecion of wines at reasonable prices	food	1
1726	it is a lot of fun with live entertainment and all kinds of disney type special effects	ambience	1
1727	less more in their case	anecdotes miscellaneous	1
1728	since my first dinner i have had the chance to have brunch at orsay x	anecdotes miscellaneous	0
1729	we also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them	anecdotes miscellaneous	0
1730	if you ve ever been along the river in weehawken you have an idea of the top of view the chart house has to offer	anecdotes miscellaneous	0
1731	i drop more dollar bills here than your uncle after a weekend at scores	anecdotes miscellaneous	0
1732	i suspect this restaurant is what rao would be if it hadn t turned exclusive	anecdotes miscellaneous	0
1733	same owner as the guy who owns typhoon which is just down the street on st marks and st ave	anecdotes miscellaneous	0
1734	the service was great as well	service	1
1735	this is also where i was from	anecdotes miscellaneous	0
1736	happy to be a regular at this place and would warmly recommend it to anyone	anecdotes miscellaneous	1
1737	it was raining and we figured why not	anecdotes miscellaneous	0
1738	like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan	service	-1
1739	pair you food with the excellent beers on tap or their well priced wine list	food	1
1740	we would like to thank marcelo and grace for a wonderful dining experience	anecdotes miscellaneous	1
1741	the plain pizza was soggy and the creative wild mushroom third generation fornini pizza we had was drenched with truffle oil in the middle again making it soggy and nothingon the rest	food	-1
1742	get the soup and a nosh pastrami sandwich for and you are golden	food	1
1743	it is the best deal in town for a monday night dinner at a fine restaurant	price	1
1744	well this place is so ghetto its not even funny	ambience	-1
1745	we spent definetly will come back with my friends	price	1
1746	our friends have not arrived yet	anecdotes miscellaneous	0
1747	i am not a vegetarian but almost all the dishes were great	food	1
1748	if you want something really different than try jekyll and hyde	anecdotes miscellaneous	1
1749	the pizza is overpriced and soggy	food	1
1750	their sake martini is wonderful	food	1
1751	quick and friendly service	service	1
1752	and comparing it to the chinatown restaurants is simply not fair	anecdotes miscellaneous	0
1753	this place has the best interior i have seen anywhere in the northside of w burg and will impress whoever you bring there	ambience	1
1754	a restaurant that does not try to do anything except serve great food with great service in a pleasant atmosphere	service	1
1755	as i made the title it is an affordable restaurant for great taste	food	1
1756	while it is not nobu it sure is a great deal and you definitely will leave feeling satisfied and full	food	1
1757	but do not ever order bacon late at nite either platter or in sandwiches for that matter do not from any take out place as it is from the morning frying turns out hard almost like bacos hurt my molars	food	-1
1758	i like cafe noir dont get me wrong it is jsut that the people who work there are evil and incompetent	service	-1
1759	everyone is welcomed in as family	service	1
1760	it is loud hot and dark	ambience	-1
1761	have eaten at ginger house several times and it is always good	anecdotes miscellaneous	1
1762	all the money went into the interior decoration none of it went to the chefs	ambience	1
1763	the people that work there are always so friendly you forget you are in new york sometimes	service	1
1764	a word to the wise the hoboken health inspector clued me to his findings that this is the cleanest restaurant in town	ambience	1
1765	the sauce is delicious and the crust is perfect	food	1
1766	try sushimi cucumber roll	food	1
1767	great for a romantic evening or a fun evening with friends	ambience	1
1768	it is also attached to angel share which is a cool more romantic bar	ambience	1
1769	decor is nice and minimalist food simple yet very well presented and cooked and the wine list matches the food very well	food	1
1770	this place does not compare with mamoun in terms of price freshness value and consisent quality but that is just my opinion	food	-1
1771	the staff is accomodating the ambiance is exciting and yet relaxed and the food is out of this world	ambience	1
1772	i think i have had some the best meals of my life at minnow	food	1
1773	worse of all was erroneously added to our bill	service	-1
1774	the bread at the beginning is super tasty and makes you want more the pizza is delicious and comes in personal sizes however be warned that the peter favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top like a salad	food	1
1775	from the street it looks very hidden and is actually an old warehouse	anecdotes miscellaneous	0
1776	do not judge this place prima facie you have to try it to believe it a home away from home for the literate heart	anecdotes miscellaneous	1
1777	mizu is the japenese find in grammercy	anecdotes miscellaneous	1
1778	not only is the cuisine the best around the service has always been attentive and charming	service	1
1779	good to find a restaurant where the owners have some imagination and they have actually pulled it off like in this case	anecdotes miscellaneous	1
1780	big and gawky on the outside	ambience	-1
1781	have frequented ino for several years and the food remains excellent	anecdotes miscellaneous	1
1782	the food was great and the service was even better	service	1
1783	the cream cheeses are out of this world and i love that coffee	food	1
1784	no gimmicks here the food speaks for itself in its freshness and preparation	food	1
1785	the music is the best among all the indian restaurants i have visited	ambience	1
1786	i recommend that you try this hidden spot which will surely blowup very soon	anecdotes miscellaneous	1
1787	the freshest best variety and the fastest delivery	food	1
1788	this is as good as neighborhood restaurants come	anecdotes miscellaneous	0
1789	the design and atmosphere is just as good	ambience	1
1790	when my husband and go there we spend have lobster tails ummmmm need i say more i can not say any more it a place you ll never forget if you never go you ll miss a meal of your life time	anecdotes miscellaneous	1
1791	patroon features a nice cigar bar and has great staff	service	1
1792	stay away from this place	anecdotes miscellaneous	-1
1793	what is even better is that the prices are very affordable as well and the food is really good	price	1
1794	while the prices are nothing special the portions are huge	food	1
1795	even the wine by the glass was good	food	1
1796	not pretentious and very economical	price	1
1797	we have been following chef lyle food around new york for years and while remaining classic his innovations with bistro fare have made us return and return	food	1
1798	after all that they complained to me about the small tip	service	-1
1799	that is why you have to pay more for that	anecdotes miscellaneous	0
1800	i loved the shows	anecdotes miscellaneous	1
1801	great food spinach and corn dumplings and massamman curry very friendly and no nonsense service and a clean and funky bathroom	ambience	1
1802	the food is spectacular from the appitizers to the main course and then of course the desserts wow you ll need no more	food	1
1803	oh right i should probably say something nice	anecdotes miscellaneous	0
1804	do not go alone even two people is not enough for the whole experience with pickles and a selection of meats and seafoods	food	1
1805	delicious	food	1
1806	they are located in the middle of chinatown	anecdotes miscellaneous	0
1807	i have been to several places for dim sum and this has got to be the worst	food	-1
1808	it is a place for people who pay a lot for mediocre food noise and a chance to be with their fellow bridge and tunnel folks	food	0
1809	go to volare for st class service and terrific food	service	1
1810	i live a block away and go to patsy frequently	anecdotes miscellaneous	0
1811	the in house lady dj on saturday nights has outrageously good taste in music and moreover takes requests	ambience	1
1812	metrazur has a beautiful spot overlooking the main terminal	ambience	1
1813	i didn t complain i liked the atmosphere so much	ambience	1
1814	we were not even at our table for more than an hour total	anecdotes miscellaneous	0
1815	grilled whole fish wonderful great spicing	food	1
1816	both are very reasonably priced around for dinner and for lunch and are delicious and filling	price	1
1817	the service was poor restaurant poorly lit staff not very attentive and i would have rather eaten at a mcdonald than this joint	ambience	-1
1818	then get ripped on free box wine	price	1
1819	i love and i know gourmet food by excellence	food	1
1820	glad you have the luxury to throw out paying customers	anecdotes miscellaneous	0
1821	even though its good seafood the prices are too high	food	1
1822	apparently the good cook works then	food	1
1823	interesting selection good wines service fine fun decor	ambience	1
1824	nice atmosphere the service was very pleasant and the desert was good	ambience	1
1825	this place is always packed	anecdotes miscellaneous	0
1826	the portions are huge so it might be good to order three things to split rather than one appetizer and entree per person for two people	food	1
1827	have the iced tea	food	1
1828	this is my first time writing a review for a restaurant because the food and service was excellent	service	1
1829	but when you are seated the waitresses are great they explain everything on the menu and the price of the food is really cheap for the service you get	service	1
