id	text	aspect	polarity
3440	problem is nothing at prune is particularly memorable	anecdotes miscellaneous	-1
3441	when going out for a nice dinner i like a nice ambiance as well as very good food	anecdotes miscellaneous	0
3442	while the food was good certainly no il mulino the service was horrendous	food	1
3443	i have been to several places for dim sum and this has got to be the worst	anecdotes miscellaneous	-1
3444	i went to del frisco friday night with my boyfriend for an reservation	anecdotes miscellaneous	0
3445	this is the first time citysearch did t call it right	anecdotes miscellaneous	0
3446	wait staff is blantently unappreciative of your business but its the best pie on the uws	food	1
3447	add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening	price	1
3448	we spent in this place and left hungry and very disappointed	anecdotes miscellaneous	-1
3449	it only took about five or so minutes to get an empty table but standing up was not too bad	service	1
3450	there are other vietnamese restaurants in the chinatown area and you can forget about those	anecdotes miscellaneous	0
3451	just moved to the neighborhood and we have been trying all the west village sushi restaurants	anecdotes miscellaneous	0
3452	i went to amma after a friend recommended it	anecdotes miscellaneous	0
3453	the food was delicious and the waiter was incredibly helpful and attentive considering we were the only ones there for the first hour	food	1
3454	definately check it out	anecdotes miscellaneous	1
3455	the staff are attentive and have smiles on their faces	service	1
3456	it is like they took leftover chicken poured oil and sprinkled pepper powder over it the sauce was translucent and red	food	-1
3457	meat dishes now adorn the selections although there still a large number of vegetarian friendly choices	food	0
3458	finally	anecdotes miscellaneous	1
3459	ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away	service	-1
3460	old school meets new world	anecdotes miscellaneous	0
3461	i went here with my boyfriend and another couple	anecdotes miscellaneous	0
3462	the only possible drawback to this last point is that as of the date of this posting the additional menu items are only written in chinese	anecdotes miscellaneous	-1
3463	ok for all of us growing up in the village of nyc we have spoiled by a plethora of restaurants most of which stay open very late	anecdotes miscellaneous	0
3464	village is one of those places that scores on all fronts	anecdotes miscellaneous	1
3465	you will find yourself returning quite often	anecdotes miscellaneous	1
3466	while this can hardly be called a restaurant it is possibly the best deal in manhatten for a plate heaped with rice and entrees	price	1
3467	we had a party in their private room and they made it truly memorable and were very helpful in the planning	service	1
3468	the service was excellent and the food was delicious	food	1
3469	good luck getting a table	anecdotes miscellaneous	-1
3470	it is very overpriced and not very tasty	food	-1
3471	kudos haru	anecdotes miscellaneous	1
3472	took my mom for mother day and the maitre d was pretty rude	service	-1
3473	the jukebox plays everything from italian opera to the strokes	ambience	0
3474	the bagels are fabulous	food	1
3475	you can certainly find restaurants that offer a superior fine dining experience but for superb food at reasonable prices la villa can not be beat	price	1
3476	so eat fast and order a lot	anecdotes miscellaneous	0
3477	i would not recommend this place to anyone	anecdotes miscellaneous	-1
3478	would recommend this place as a good date spot if you do not want to drop a ton of cash	price	1
3479	however i think jeckll and hydes t is one of those places that is fun to do once	anecdotes miscellaneous	1
3480	stepped on my foot on the second time he reached over me to adjust lighting	service	-1
3481	searching to get out from the cold freezing weather we went into what we thought was a deli	anecdotes miscellaneous	-1
3482	the food is consistently wonderful i have been coming here for years and the owner has always been accomodating and friendly	food	1
3483	if it is not for the food a it must be the service or the ambience	ambience	1
3484	i never had anything i didn t like here	anecdotes miscellaneous	1
3485	i do not recommend lunch specials just because it tasts the same with other regular chinese restaurant	food	-1
3486	you guys are awesome	anecdotes miscellaneous	1
3487	if you want a casual neighborhood bistro that has great food and excellent service this is the place	service	1
3488	hmmm	anecdotes miscellaneous	0
3489	last memorial day i tried to make reservations but was told they were closed that weekend interesting but	anecdotes miscellaneous	-1
3490	i am from sichuan this is the restaurant i recommend going	anecdotes miscellaneous	1
3491	a restaurant that does not try to do anything except serve great food with great service in a pleasant atmosphere	food	1
3492	this was the perfect quiet relaxing and delicious accompaniment to our afternoon of theater	food	1
3493	i go and eat out at many different restaurants and this is one place you have go and try	anecdotes miscellaneous	1
3494	the service is good and ambience is good for a date or group outing	service	1
3495	if it is not for the food a it must be the service or the ambience	food	1
3496	but that was not the icing on the cake a tiramisu that resembled nothing i have ever had	food	-1
3497	the prices were cheap compared to the quality of service and food	service	1
3498	his wife tanya the hostess completes the comforting atmosphere by being delightfully warm and gracious	service	1
3499	this place is really trendi but they have forgotten about the most important part of a restaurant the food	food	-1
3500	i will recommend scopa to all of my friends for a place to go for wonderful italian food	food	1
3501	i have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials	food	1
3502	it was wonderful	anecdotes miscellaneous	1
3503	at first i was slightly skeptical because it was a sushi restaurant in the middle of nyc	anecdotes miscellaneous	0
3504	going to ballato is like coming home and eating in my own kitchen an absolute delight	anecdotes miscellaneous	1
3505	horrible food and horrible service	service	-1
3506	good food at the restaurant a bit expensive but great if you want to impress your date	price	-1
3507	i was back to back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again	service	-1
3508	cute and decorative	ambience	1
3509	service is not what one would expect from a joint in this price category	service	-1
3510	bravissimo	anecdotes miscellaneous	1
3511	i do suggest to ask to be seated upstairs if you are looking to be a little cozy	anecdotes miscellaneous	0
3512	if you are a carnivore come hungry and you will leave more satisfied than you have ever been	anecdotes miscellaneous	1
3513	edible but really a ripoff at those prices given whats in the area	price	-1
3514	this big draw is the all you can sushi here for	price	1
3515	total hipster wannabe attitude in an otherwise sweet spot	service	-1
3516	i liked this place the first time but doubt i will ever return	anecdotes miscellaneous	-1
3517	to speak of the park side words can not describe	anecdotes miscellaneous	0
